case_id,author_id_customer,customer_message,created_at_customer,tweet_id_support,support_message,created_at_support,true_intent,human_escalate
428270,216862,@AmazonHelp how long does it take to investigate an acct? Acct was jacked &amp; I need access to it. Haven't heard anything in almost 2 wks.,Tue Oct 10 13:37:59 +0000 2017,428268,"@216862 Thanks for reaching out, Melanie! Did you reply to our Account Specialists with the information requested? Let us know! ^FD",Tue Oct 10 13:40:00 +0000 2017,General Inquiry & Feedback,False
13565,118829,@AmazonHelp https://t.co/saX0kAZVCW!,Wed Nov 01 01:33:35 +0000 2017,13564,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA,Wed Nov 01 02:02:33 +0000 2017,General Inquiry & Feedback,False
276132,181967,"Sooo @AmazonHelp I pre ordered my SNES Classic a week ago, any updates on when I might be getting it?",Fri Oct 06 07:12:54 +0000 2017,276131,@181967 You can check updates to the order here: https://t.co/Y5jpI9gRhE What date for delivery is it advising? ^PK,Fri Oct 06 07:23:56 +0000 2017,General Inquiry & Feedback,False
549403,247932,"Esperando a que llegue el mensajero de Amazon, lo mas cercano a esperar a alguien este 2017.",Sat Dec 02 18:30:19 +0000 2017,549402,"@247932 Hola Rodri, sin compartir información personal o confidencial de tu pedido o cuenta ¿podrías comentarnos cual es la fecha de entrega que aparece en el correo de confirmación al momento que realizaste la compra? ^RC",Sat Dec 02 18:32:26 +0000 2017,Non-English Support,True
297977,186977,@AmazonHelp Blimey well it turned up :-),Fri Oct 06 19:56:14 +0000 2017,297978,"@186977 Awesome! Glad it all turned up sorted, Neil! Please let us know if you need anything else, we're always here to help. 😊 ^JD",Fri Oct 06 20:03:41 +0000 2017,General Inquiry & Feedback,False
426296,216398,@AmazonHelp Don't have the details.Friend ordered for. Shared the order ID.,Tue Oct 10 12:40:16 +0000 2017,426297,@216398 Kindly ask your friend to fill the form. We'll work on the issue. ^NS,Tue Oct 10 12:47:28 +0000 2017,General Inquiry & Feedback,False
141978,148042,"@AmazonHelp How should I do this? I can't log into my account! Don't you get it?! I reset my password, but the new password is also incorrect.",Fri Nov 24 12:33:36 +0000 2017,141976,"@148042 Apologies, please click on this link not requiring you to sign in instead: https://t.co/zH8UlhTGcc ^BD",Fri Nov 24 12:40:31 +0000 2017,"Account, Billing & Prime",True
288648,184775,Amazonプライムでゆゆゆ最新話が最速放送直後から見られると聞いて入会を決意した,Sat Nov 25 03:05:01 +0000 2017,288647,@184775 ご検討いただきありがとうございます。Amazonプライムには、ビデオ以外にも様々な特典がございますので、ぜひお楽しみください！ https://t.co/ILpOhy3zoG EK,Sat Nov 25 03:32:30 +0000 2017,General Inquiry & Feedback,False
18139,120032,"@AmazonHelp Have already shared my registered mobile no. 9673101122, but I m currently contactable on 9818601122",Wed Nov 01 06:11:05 +0000 2017,18142,@120032 Please respond to our email or request a call back through the same mail so we could reach out to you. 1/2 ^VH,Wed Nov 01 06:20:23 +0000 2017,General Inquiry & Feedback,False
518767,239688,Hey @115821 where my speakers at? I need to make some music ASAP,Sat Dec 02 02:15:09 +0000 2017,518766,@239688 Oh no! Did we miss the date given on the confirmation email? ^BA,Sat Dec 02 02:17:55 +0000 2017,General Inquiry & Feedback,False
264447,179016,"@179017 @115786 @AmazonHelp I Got my #XboxOneX and the Outside box looked like Ace Ventura delivered it, Amazon used to big of a box and did not put anything inside to protect it worst delivery i have ever received thank goodness the #ScorpioEdition box was fine and it is a miracle!",Wed Nov 08 07:48:11 +0000 2017,264446,@179016 Hey Daniel. Sorry to hear. Please submit packaging feedback here -  https://t.co/vzraKcVlKs ^TP,Wed Nov 08 07:57:00 +0000 2017,Order Status & Logistics,False
155173,151586,@AmazonHelp El problema es que me dicen que llegaba desde antier y marqué hace un momento y me dicen que apenas asignarán conductor. Pueden agilizar este proceso o pueden cancelarme el pedido y darme un reembolso?,Fri Nov 24 16:57:34 +0000 2017,155172,@151586 Gracias por la información. Te comentamos que desde este departamento no contamos con acceso a tu cuenta. Por lo tanto para reportar la situación puedes ponerte en contacto con atención al cliente a través de este enlace: https://t.co/beR78zMMYB. ^MZ,Fri Nov 24 17:00:42 +0000 2017,Non-English Support,True
350800,199463,"Hey @115850 since your customer care is worst as usual, can you help me with my order which isn’t deliver yet!?",Sun Oct 08 08:36:42 +0000 2017,350799,@199463 I'm sorry you've not received your order. Could you let us know about the estimated delivery date of the order? ^AP,Sun Oct 08 10:45:00 +0000 2017,General Inquiry & Feedback,False
58081,118081,"@AmazonHelp I have not been emailed any status updates at all since I preordered the item over 2 months ago. so no, this is not true.",Wed Nov 01 20:32:53 +0000 2017,58083,"@118081 We'd like to help! What's the current status of your order, shown here: https://t.co/Y5jpI9gRhE? ^AG",Wed Nov 01 20:37:00 +0000 2017,General Inquiry & Feedback,False
142132,148075,@115830 hello. appreciate it's a busy day for you but any help appreciated! I have been sent a discount code which I can't seem to make work.  I have checked the terms and conditions and think i meet them all but getting a message saying code cannot be applied.  Thanks!,Fri Nov 24 12:05:50 +0000 2017,142130,"@148075 Hey Phil, without revealing any personal info, can you tell us in relation to what was your code sent out? Would you be able to give us a link to the promotion?^MA",Fri Nov 24 12:14:26 +0000 2017,General Inquiry & Feedback,False
319732,162009,@AmazonHelp Thanks to unhelpful/incomplete information on missed delivery card from Amazon Logistics,Sat Oct 07 12:11:45 +0000 2017,319734,"@162009 Sorry to hear that, please contact us here: https://t.co/JzP7hlA23B so an agent can look into this further. ^JJ",Sat Oct 07 12:18:57 +0000 2017,General Inquiry & Feedback,False
301818,121292,@AmazonHelp Prime package out for delivery today but it's now 10pm. Can I go to bed or do you plan to knock at midnight?,Fri Oct 06 21:00:16 +0000 2017,301817,@121292 I'm sorry your parcel hasn't arrived yet. Please give us a call here: https://t.co/JzP7hlA23B so we can look into this. ^JF,Fri Oct 06 21:18:35 +0000 2017,"Account, Billing & Prime",True
233115,171489,I bought @115850 fire stick in the cash back period of 500 off.... When i will be getting it back on my pay balance?? @AmazonHelp,Thu Oct 05 11:03:41 +0000 2017,233114,@171489 I'm sorry for the trouble. Please reach out to us at: https://t.co/vlvfJr4nN9 we'll check it for you. ^AU,Thu Oct 05 12:05:00 +0000 2017,General Inquiry & Feedback,False
38190,124295,@AmazonHelp Compra posterior com o mesmo cartão utilizado!,Wed Nov 01 14:52:50 +0000 2017,38191,"@124295 Bruno, gostaríamos de verificar com mais detalhes. Por favor encaminhe seus dados para nós aqui: https://t.co/kUkXHFkYWd. ^LG",Wed Nov 01 14:55:40 +0000 2017,General Inquiry & Feedback,False
62368,116917,"Update:
@115877 has come through. Food delivered hot and fresh on time. Still no show from @115821. &lt; 1 hour. #TickTock",Sun Nov 26 01:03:16 +0000 2017,62365,@116917 We want to help in any way! Can you tell us more about your order so we can look into it. ^SH,Sun Nov 26 01:06:52 +0000 2017,Order Status & Logistics,False
98680,137599,"@AmazonHelp Yep, https://t.co/ziEVp241yz. My order is fine, but hers was cancelled. :/",Thu Nov 30 16:19:05 +0000 2017,98679,@137599 I'm sorry your girlfriend's order was canceled! Please contact us here so we can try to get this resolved for you both: https://t.co/hApLpMlfHN We look forward to hearing from you! ^VR,Thu Nov 30 16:48:00 +0000 2017,"Returns, Refunds & Cancellations",True
400296,210661,@AmazonHelp USPS,Mon Oct 09 19:17:16 +0000 2017,400295,@210661 Please reach out to us here: https://t.co/hApLpMlfHN so we can look into available options with you. ^ZW,Mon Oct 09 19:26:01 +0000 2017,General Inquiry & Feedback,False
511698,237637,@AmazonHelp Thank you,Fri Dec 01 23:26:33 +0000 2017,511699,@237637 You're welcome. We'll be here if you need anything else! ^MB,Fri Dec 01 23:30:29 +0000 2017,General Inquiry & Feedback,False
69651,131784,@AmazonHelp so I took the day off to wait for the Christmas tree delivery and Amazon emails us at 16:20 PM to tell us there is a delay in delivery!? What kind of service is this? I wasted a whole day for this.,Wed Nov 29 17:06:24 +0000 2017,69649,"@131784 I'm sorry to hear that, were you provided with a new delivery date?^TI",Wed Nov 29 17:15:32 +0000 2017,General Inquiry & Feedback,False
232880,171436,@AmazonHelp Ref to order 408-2997439-0864351 a very forgetful experience. The mobile purchase under exchange but denied exchange on false ground.,Thu Oct 05 11:59:04 +0000 2017,232882,"@171436 Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public. 2/2 ^PS",Thu Oct 05 12:11:40 +0000 2017,General Inquiry & Feedback,False
451884,222176,"@AmazonHelp Muito amor ❤
Meu lugar preferido para ler é em qualquer lugar rs",Thu Nov 30 23:51:14 +0000 2017,451886,@222176 E para ler não tem hora! A leitura é muito linda Mábile! 😍📚👏 ^JJ,Thu Nov 30 23:57:36 +0000 2017,Non-English Support,True
465851,222099,"It is 8:26pm on delivery day and no sign that @115817 are going to make this delivery on time. Hey @115821, please, please stop using UPS for next day service. They never manage it. Every package is late. No exceptions. (Last one they lost completely.) https://t.co/mvjXaG86qF",Fri Dec 01 04:28:51 +0000 2017,465849,"@222099 Oh no, I'm sorry for the delivery delays. That is not what we want for you, or any customer! Their standard delivery times are 9:00am to 7:00pm, but packages can sometimes arrive later. Please keep us posted and let us know if you don't receive your package today. ^EA",Fri Dec 01 04:35:54 +0000 2017,Order Status & Logistics,False
225257,169809,Do u realise dat its illegal &amp; wrong that you charge 150 fr morning dlvry &amp; then don't deliver?missed mom's birthday gift bc of u @115850,Thu Oct 05 06:15:30 +0000 2017,225256,@169809 Sorry about the bad experience. Kindly get in touch with us here: https://t.co/sZNLdf1mfp and we’ll be glad to help you. ^NS,Thu Oct 05 06:24:00 +0000 2017,General Inquiry & Feedback,False
179152,158239,@AmazonHelp Got this mail.. https://t.co/xaaDLpMEmt,Wed Oct 04 09:56:08 +0000 2017,179150,"@158239 Seems like an account verification issue, please reply to the email and this will be sorted out. ^MS",Wed Oct 04 10:09:29 +0000 2017,General Inquiry & Feedback,False
63115,130468,"@115830 You seem to be asking too much of your delivery drivers, two consecutive Prime deliveries not turned up on the promised day",Wed Nov 01 21:56:27 +0000 2017,63114,"@130468 I'm sorry you haven't received your items. We'd like to look into this further, please contact us: https://t.co/JzP7hlA23B ^CO",Wed Nov 01 21:59:27 +0000 2017,"Account, Billing & Prime",True
465111,225629,"@115821 prime 2 day shipping is BS. I ordered on Monday morning, everything was expected today (3days later), but nothing ever came. So annoyed.",Fri Dec 01 04:13:10 +0000 2017,465110,"@225629 Hello, Mandy. I'm sorry you haven't received your order. What's the current order status? You can check that out here: https://t.co/Y5jpI9gRhE   ^FJ",Fri Dec 01 04:18:26 +0000 2017,"Account, Billing & Prime",True
391619,208728,@AmazonHelp Si tenía previsto que me llegara un paquete en el sábado y ahora llega el martes,Mon Oct 09 16:19:39 +0000 2017,391617,"@208728 Ya veo, lamento el inconveniente. Cualquier consulta o situación no dudes en reportarlo con nuestro Servicio al Cliente. ^KS",Mon Oct 09 16:24:03 +0000 2017,Non-English Support,True
332360,195144,@115850 fake update of my product delivery.. Spoke to customer care they said we are sorry but still showing delivery attempted.. https://t.co/XxffazU0LK,Sat Oct 07 18:43:04 +0000 2017,332363,@195144 Sorry about the issues with delivery. We'd like to check this. Please share your details here: https://t.co/GIJyeYqKE0. 1/2 ^HD,Sat Oct 07 19:11:25 +0000 2017,Product Quality & Hardware,True
73483,132433,@116316 once agin let down by your service ! No food for my weekend guests !#amazongermany#unreliable#ineffecient#,Thu Nov 30 10:39:23 +0000 2017,73482,@132433 Is your order late? What was the estimated delivery date that you received via email? ^KM,Thu Nov 30 10:50:27 +0000 2017,General Inquiry & Feedback,False
